State_Name,Year,Month,Day_of_Week,Time_of_Day,Accident_Severity,Number_of_Vehicles_Involved,Vehicle_Type_Involved,Number_of_Casualties,Number_of_Fatalities,Weather_Conditions,Road_Type,Road_Condition,Lighting_Conditions,Traffic_Control_Presence,Speed_Limit ,Driver_Age,Driver_Gender,Driver_License_Status,Alcohol_Involvement,Accident_Location_Details,Age_group
Nagaland,2020,June,Sunday,13:47,Serious,1,Auto-Rickshaw,10,2,Hazy,Village Road,Wet,Dusk,Signals,40,60,Female,Expired,No,Bridge,60-70
West Bengal,2018,December,Sunday,11:33,Fatal,4,Car,2,5,Hazy,Village Road,Under Construction,Daylight,Signs,49,49,Male,Valid,Yes,Curve,30-50
Manipur,2022,August,Sunday,14:05,Fatal,3,Two-Wheeler,10,4,Stormy,Urban Road,Damaged,Dawn,Signals,93,70,Female,Expired,Yes,Intersection,71-80
Maharashtra,2023,December,Sunday,15:36,Fatal,2,Cycle,6,2,Clear,Urban Road,Damaged,Daylight,Police Checkpost,46,49,Female,Expired,Yes,Intersection,30-50
Goa,2020,January,Friday,04:11,Serious,5,Two-Wheeler,9,2,Clear,Urban Road,Wet,Daylight,Signs,49,34,Female,Valid,Yes,Straight Road,30-50
Mizoram,2018,January,Tuesday,18:22,Serious,4,Pedestrian,4,5,Rainy,State Highway,Dry,Daylight,Police Checkpost,46,62,Female,Expired,Yes,Curve,60-70
Sikkim,2019,April,Sunday,21:28,Serious,2,Two-Wheeler,0,2,Rainy,State Highway,Under Construction,Daylight,Police Checkpost,109,21,Male,Valid,Yes,Straight Road,21-30
Maharashtra,2022,July,Wednesday,05:39,Fatal,5,Pedestrian,10,0,Stormy,State Highway,Damaged,Daylight,Signals,75,37,Female,Expired,Yes,Straight Road,30-50
Bihar,2018,December,Tuesday,14:40,Fatal,2,Car,1,5,Rainy,National Highway,Damaged,Dusk,Signs,101,45,Male,Expired,No,Curve,30-50
Kerala,2022,April,Saturday,08:40,Serious,5,Two-Wheeler,7,2,Stormy,State Highway,Under Construction,Dawn,Police Checkpost,106,54,Male,Valid,Yes,Bridge,50-60
Puducherry,2019,November,Thursday,21:57,Serious,2,Car,10,2,Rainy,National Highway,Damaged,Dark,Police Checkpost,118,42,Male,Valid,Yes,Bridge,30-50
Maharashtra,2020,February,Saturday,12:06,Fatal,4,Truck,1,0,Foggy,State Highway,Damaged,Dusk,Signals,71,20,Female,Valid,No,Bridge,18-21
Goa,2021,March,Saturday,03:39,Serious,2,Bus,6,4,Hazy,Village Road,Under Construction,Dark,Signals,30,66,Male,Expired,No,Curve,60-70
Chandigarh,2020,May,Wednesday,16:58,Serious,2,Auto-Rickshaw,2,5,Clear,Village Road,Wet,Dusk,Police Checkpost,107,60,Female,Expired,No,Bridge,60-70
Odisha,2023,January,Saturday,13:07,Serious,5,Truck,10,0,Clear,State Highway,Dry,Daylight,Signals,78,44,Female,Expired,No,Curve,30-50
Goa,2020,September,Tuesday,17:31,Fatal,1,Cycle,8,5,Rainy,National Highway,Under Construction,Daylight,Police Checkpost,107,20,Female,Expired,Yes,Straight Road,18-21
Karnataka,2021,September,Saturday,11:04,Minor,4,Auto-Rickshaw,10,3,Clear,Village Road,Dry,Dark,Police Checkpost,56,37,Female,Valid,Yes,Bridge,30-50
Assam,2018,September,Friday,05:04,Serious,3,Truck,9,5,Foggy,State Highway,Wet,Dark,Signs,51,45,Female,Valid,No,Curve,30-50
Jharkhand,2019,December,Saturday,14:33,Minor,4,Cycle,2,1,Rainy,Village Road,Under Construction,Dark,Signals,115,48,Male,Expired,No,Straight Road,30-50
Nagaland,2019,February,Monday,13:27,Fatal,2,Bus,8,5,Stormy,National Highway,Dry,Dark,Signals,46,43,Female,Expired,No,Bridge,30-50
Delhi,2018,June,Thursday,03:42,Minor,2,Auto-Rickshaw,5,3,Rainy,Urban Road,Under Construction,Dusk,Signs,69,64,Male,Valid,No,Curve,60-70
Maharashtra,2022,November,Wednesday,02:40,Serious,4,Two-Wheeler,1,0,Hazy,Urban Road,Under Construction,Dark,Signs,119,37,Female,Valid,Yes,Straight Road,30-50
Himachal Pradesh,2019,July,Wednesday,06:56,Serious,5,Auto-Rickshaw,2,1,Rainy,National Highway,Dry,Daylight,Signs,60,42,Female,Valid,No,Bridge,30-50
Gujarat,2019,January,Thursday,17:33,Fatal,2,Truck,4,1,Hazy,National Highway,Wet,Dark,Signs,46,23,Female,Valid,No,Curve,21-30
Kerala,2019,October,Friday,12:24,Serious,5,Bus,1,4,Stormy,Urban Road,Dry,Dark,Signs,75,39,Male,Expired,No,Intersection,30-50
Puducherry,2018,August,Sunday,10:45,Minor,4,Auto-Rickshaw,3,0,Foggy,National Highway,Damaged,Dark,Police Checkpost,88,69,Female,Valid,Yes,Intersection,60-70
Uttarakhand,2023,July,Wednesday,10:24,Minor,1,Two-Wheeler,7,1,Foggy,Urban Road,Damaged,Dusk,Signals,32,19,Female,Valid,No,Curve,18-21
Delhi,2020,October,Tuesday,23:18,Fatal,5,Two-Wheeler,7,1,Stormy,National Highway,Dry,Dark,Signs,112,21,Male,Expired,No,Curve,21-30
Arunachal Pradesh,2023,December,Wednesday,10:34,Minor,2,Two-Wheeler,9,5,Rainy,Village Road,Damaged,Dark,Signs,102,45,Female,Valid,Yes,Curve,30-50
Uttar Pradesh,2021,June,Monday,20:31,Fatal,1,Cycle,10,2,Stormy,Village Road,Dry,Dusk,Police Checkpost,87,27,Male,Expired,No,Intersection,21-30
Assam,2019,March,Thursday,22:42,Fatal,3,Truck,3,5,Stormy,National Highway,Dry,Dark,Signs,47,20,Male,Valid,Yes,Bridge,18-21
Kerala,2023,August,Sunday,09:21,Minor,4,Bus,10,1,Foggy,Urban Road,Wet,Daylight,Signs,37,33,Female,Expired,Yes,Straight Road,30-50
Andhra Pradesh,2021,May,Saturday,15:12,Minor,1,Cycle,3,0,Clear,State Highway,Dry,Daylight,Police Checkpost,86,23,Male,Valid,No,Straight Road,21-30
Goa,2023,March,Saturday,01:12,Minor,4,Truck,6,2,Clear,National Highway,Wet,Dusk,Signs,65,40,Female,Valid,Yes,Curve,30-50
Tamil Nadu,2023,February,Friday,13:19,Fatal,5,Cycle,7,5,Hazy,State Highway,Wet,Daylight,Police Checkpost,42,55,Female,Valid,Yes,Bridge,50-60
Mizoram,2023,December,Monday,15:54,Serious,5,Pedestrian,2,0,Hazy,State Highway,Under Construction,Dark,Police Checkpost,38,66,Male,Valid,No,Straight Road,60-70
Tamil Nadu,2023,June,Saturday,09:34,Serious,5,Auto-Rickshaw,0,5,Hazy,National Highway,Wet,Daylight,Signals,37,50,Female,Valid,No,Bridge,50-60
Tripura,2023,May,Thursday,07:08,Fatal,3,Auto-Rickshaw,8,3,Stormy,National Highway,Wet,Dawn,Police Checkpost,36,56,Male,Valid,No,Bridge,50-60
Meghalaya,2018,July,Friday,06:57,Minor,1,Bus,2,5,Clear,Village Road,Under Construction,Dusk,Police Checkpost,69,31,Female,Valid,No,Bridge,30-50
Tripura,2019,March,Sunday,07:09,Fatal,2,Bus,8,0,Rainy,State Highway,Wet,Daylight,Signs,71,31,Male,Valid,Yes,Curve,30-50
Kerala,2020,May,Friday,03:47,Serious,4,Bus,5,4,Clear,Urban Road,Damaged,Dawn,Signs,110,26,Female,Valid,No,Bridge,21-30
Mizoram,2021,May,Monday,15:15,Minor,2,Pedestrian,9,4,Clear,Village Road,Under Construction,Dusk,Signs,49,50,Male,Expired,Yes,Intersection,50-60
Meghalaya,2021,April,Sunday,20:40,Fatal,5,Bus,4,4,Foggy,Urban Road,Wet,Dark,Signs,70,46,Male,Valid,No,Intersection,30-50
Arunachal Pradesh,2021,April,Tuesday,11:37,Fatal,1,Auto-Rickshaw,6,1,Clear,National Highway,Under Construction,Dawn,Signs,33,28,Female,Expired,No,Bridge,21-30
Odisha,2022,November,Wednesday,23:03,Minor,3,Car,2,5,Rainy,Village Road,Dry,Daylight,Signals,31,33,Male,Expired,No,Curve,30-50
Chhattisgarh,2021,November,Wednesday,09:16,Fatal,1,Cycle,8,2,Stormy,Village Road,Dry,Daylight,Signals,99,56,Male,Expired,No,Bridge,50-60
Meghalaya,2022,October,Thursday,00:51,Minor,3,Cycle,8,0,Foggy,Village Road,Damaged,Dark,Signs,45,23,Male,Expired,Yes,Straight Road,21-30
Himachal Pradesh,2023,July,Saturday,23:16,Fatal,1,Cycle,10,3,Hazy,Village Road,Dry,Daylight,Signals,101,20,Female,Expired,Yes,Curve,18-21
West Bengal,2020,March,Friday,23:04,Fatal,3,Two-Wheeler,10,5,Hazy,National Highway,Dry,Dusk,Police Checkpost,104,67,Female,Expired,No,Bridge,60-70
Jharkhand,2020,December,Thursday,13:03,Minor,2,Car,10,4,Foggy,National Highway,Damaged,Dark,Signs,112,37,Female,Valid,No,Curve,30-50
Chandigarh,2019,June,Saturday,21:18,Fatal,3,Car,5,4,Rainy,National Highway,Wet,Dusk,Signs,80,19,Female,Expired,No,Intersection,18-21
Madhya Pradesh,2020,April,Tuesday,09:16,Minor,4,Auto-Rickshaw,2,1,Rainy,State Highway,Damaged,Dark,Signals,59,52,Male,Valid,Yes,Intersection,50-60
Mizoram,2022,October,Friday,11:30,Minor,2,Car,0,2,Rainy,Village Road,Wet,Dusk,Signs,40,42,Female,Expired,Yes,Straight Road,30-50
Sikkim,2021,April,Saturday,01:24,Fatal,1,Pedestrian,5,2,Rainy,Village Road,Wet,Dusk,Police Checkpost,101,68,Female,Valid,No,Straight Road,60-70
Rajasthan,2020,February,Tuesday,04:58,Serious,1,Cycle,8,1,Rainy,National Highway,Dry,Dawn,Signs,79,62,Male,Expired,No,Intersection,60-70
Manipur,2022,September,Monday,01:46,Minor,5,Auto-Rickshaw,3,2,Stormy,National Highway,Under Construction,Dusk,Signs,32,68,Female,Expired,No,Bridge,60-70
Manipur,2018,September,Friday,12:45,Serious,3,Pedestrian,5,0,Foggy,Village Road,Dry,Dawn,Signals,120,53,Female,Expired,Yes,Straight Road,50-60
Tripura,2022,November,Sunday,17:12,Serious,5,Car,3,1,Clear,National Highway,Wet,Dusk,Signals,77,45,Female,Valid,Yes,Bridge,30-50
Haryana,2021,May,Sunday,03:16,Minor,3,Car,5,0,Clear,State Highway,Dry,Dawn,Signs,72,43,Male,Valid,No,Curve,30-50
Karnataka,2020,February,Wednesday,09:44,Minor,3,Auto-Rickshaw,2,4,Rainy,State Highway,Damaged,Dawn,Police Checkpost,97,32,Female,Valid,Yes,Bridge,30-50
Karnataka,2020,December,Thursday,21:53,Minor,4,Truck,6,3,Rainy,Urban Road,Under Construction,Dark,Signals,74,64,Female,Expired,Yes,Straight Road,60-70
Himachal Pradesh,2020,May,Tuesday,20:03,Fatal,2,Car,9,0,Foggy,National Highway,Under Construction,Dusk,Police Checkpost,100,29,Male,Expired,No,Intersection,21-30
Delhi,2021,March,Thursday,14:16,Serious,2,Auto-Rickshaw,3,0,Clear,Village Road,Dry,Daylight,Signs,76,31,Female,Valid,No,Intersection,30-50
Mizoram,2021,May,Monday,00:09,Serious,3,Cycle,6,5,Clear,State Highway,Wet,Dawn,Signals,108,27,Female,Expired,No,Bridge,21-30
Haryana,2023,June,Monday,19:15,Minor,3,Auto-Rickshaw,4,1,Rainy,State Highway,Wet,Dusk,Signals,54,19,Male,Expired,Yes,Straight Road,18-21
Jammu and Kashmir,2023,February,Wednesday,09:48,Serious,3,Truck,0,3,Stormy,Village Road,Wet,Dusk,Signs,61,61,Male,Valid,No,Straight Road,60-70
Nagaland,2020,June,Tuesday,18:22,Minor,1,Two-Wheeler,3,1,Hazy,National Highway,Dry,Dusk,Police Checkpost,91,34,Female,Expired,No,Straight Road,30-50
Jammu and Kashmir,2020,September,Thursday,10:46,Minor,5,Pedestrian,10,2,Clear,State Highway,Wet,Dusk,Signals,111,36,Male,Valid,No,Bridge,30-50
Jharkhand,2021,November,Friday,04:30,Fatal,1,Car,2,0,Stormy,State Highway,Under Construction,Dark,Police Checkpost,34,30,Male,Expired,Yes,Bridge,30-50
Punjab,2022,March,Tuesday,20:13,Minor,4,Auto-Rickshaw,8,3,Rainy,Village Road,Damaged,Dawn,Signals,32,24,Female,Expired,No,Curve,21-30
Assam,2019,June,Friday,09:07,Minor,3,Truck,8,2,Clear,Urban Road,Damaged,Dark,Signs,74,64,Female,Valid,Yes,Intersection,60-70
Sikkim,2022,January,Thursday,09:31,Fatal,5,Pedestrian,1,3,Stormy,Village Road,Damaged,Dawn,Signs,59,36,Male,Expired,No,Intersection,30-50
Mizoram,2021,June,Wednesday,21:12,Serious,3,Two-Wheeler,1,5,Stormy,National Highway,Under Construction,Dawn,Signs,111,43,Female,Expired,Yes,Intersection,30-50
Chhattisgarh,2020,October,Thursday,03:27,Serious,2,Auto-Rickshaw,1,2,Rainy,Urban Road,Under Construction,Dusk,Signals,40,56,Female,Valid,Yes,Intersection,50-60
Goa,2020,September,Monday,21:00,Minor,2,Truck,7,1,Hazy,Urban Road,Under Construction,Dark,Police Checkpost,72,70,Female,Expired,No,Straight Road,71-80
Jharkhand,2023,September,Thursday,17:41,Fatal,3,Car,2,4,Clear,Urban Road,Wet,Dawn,Signals,102,64,Male,Valid,Yes,Curve,60-70
Chhattisgarh,2018,October,Monday,00:02,Minor,2,Auto-Rickshaw,3,0,Stormy,National Highway,Under Construction,Dusk,Signs,112,70,Male,Valid,No,Intersection,71-80
Uttarakhand,2020,August,Sunday,04:35,Minor,2,Bus,10,1,Clear,State Highway,Dry,Dawn,Signs,53,57,Male,Valid,No,Bridge,50-60
Meghalaya,2023,February,Friday,20:36,Fatal,4,Pedestrian,2,3,Rainy,State Highway,Dry,Dawn,Signs,45,49,Female,Valid,Yes,Intersection,30-50
Maharashtra,2020,April,Tuesday,02:05,Serious,2,Pedestrian,0,4,Rainy,Village Road,Wet,Dark,Signs,106,46,Female,Expired,No,Straight Road,30-50
Kerala,2021,May,Thursday,08:14,Serious,4,Two-Wheeler,8,0,Clear,State Highway,Under Construction,Dusk,Police Checkpost,76,26,Female,Valid,Yes,Curve,21-30
Kerala,2023,December,Monday,22:10,Minor,1,Cycle,2,4,Stormy,National Highway,Damaged,Dusk,Signs,76,54,Male,Valid,No,Curve,50-60
Assam,2019,December,Monday,14:00,Serious,5,Auto-Rickshaw,4,3,Foggy,Village Road,Damaged,Dawn,Signs,81,50,Female,Valid,Yes,Straight Road,50-60
Arunachal Pradesh,2023,March,Tuesday,17:37,Minor,3,Bus,0,2,Rainy,National Highway,Dry,Daylight,Signs,82,50,Male,Expired,No,Bridge,50-60
Meghalaya,2020,August,Friday,02:10,Minor,5,Two-Wheeler,6,5,Clear,Urban Road,Damaged,Dawn,Signs,59,33,Male,Expired,Yes,Intersection,30-50
Gujarat,2021,November,Sunday,11:41,Serious,5,Car,0,1,Stormy,National Highway,Wet,Dawn,Signals,109,31,Female,Expired,No,Intersection,30-50
Odisha,2018,August,Thursday,19:30,Fatal,2,Two-Wheeler,3,5,Rainy,National Highway,Wet,Daylight,Police Checkpost,59,27,Male,Valid,Yes,Straight Road,21-30
Telangana,2020,September,Sunday,21:06,Fatal,1,Truck,5,0,Foggy,Village Road,Damaged,Daylight,Signs,31,60,Female,Expired,Yes,Straight Road,60-70
Assam,2019,October,Monday,16:38,Serious,5,Car,0,5,Rainy,Urban Road,Under Construction,Daylight,Signals,47,26,Male,Valid,Yes,Bridge,21-30
Puducherry,2023,October,Friday,23:17,Minor,1,Pedestrian,0,1,Rainy,State Highway,Damaged,Dusk,Police Checkpost,87,34,Male,Expired,No,Curve,30-50
Rajasthan,2022,January,Tuesday,01:01,Serious,1,Pedestrian,4,2,Hazy,Village Road,Wet,Dusk,Signs,86,68,Female,Valid,No,Straight Road,60-70
Andhra Pradesh,2022,September,Tuesday,08:35,Minor,5,Truck,7,3,Hazy,State Highway,Under Construction,Dusk,Signals,107,63,Male,Expired,No,Straight Road,60-70
Maharashtra,2019,December,Monday,13:41,Fatal,4,Car,5,1,Foggy,State Highway,Under Construction,Dawn,Police Checkpost,32,47,Female,Valid,No,Bridge,30-50
Uttar Pradesh,2022,February,Monday,12:37,Serious,2,Truck,4,1,Foggy,State Highway,Wet,Dark,Police Checkpost,33,18,Female,Expired,Yes,Straight Road,18-21
Himachal Pradesh,2021,October,Monday,22:17,Fatal,1,Cycle,6,3,Stormy,Village Road,Dry,Dark,Police Checkpost,42,24,Male,Valid,No,Intersection,21-30
Puducherry,2018,October,Sunday,15:45,Fatal,1,Truck,6,2,Rainy,State Highway,Damaged,Dark,Signs,72,35,Female,Expired,No,Intersection,30-50
Sikkim,2023,June,Thursday,20:10,Serious,2,Truck,10,5,Foggy,Urban Road,Dry,Daylight,Signs,69,43,Female,Expired,Yes,Straight Road,30-50
West Bengal,2021,November,Sunday,11:38,Fatal,5,Auto-Rickshaw,5,0,Stormy,State Highway,Damaged,Dawn,Police Checkpost,108,64,Male,Valid,Yes,Straight Road,60-70
Sikkim,2023,June,Monday,07:57,Minor,4,Car,2,2,Clear,Village Road,Under Construction,Dusk,Signals,93,57,Male,Valid,No,Curve,50-60
Telangana,2022,May,Tuesday,00:34,Fatal,5,Bus,8,0,Stormy,State Highway,Dry,Dawn,Signs,49,49,Male,Valid,No,Bridge,30-50
Jharkhand,2020,October,Thursday,04:23,Serious,1,Bus,9,5,Foggy,National Highway,Damaged,Dusk,Police Checkpost,108,40,Male,Expired,Yes,Straight Road,30-50
Punjab,2018,June,Thursday,01:02,Fatal,1,Auto-Rickshaw,6,4,Foggy,Urban Road,Wet,Dark,Signals,36,42,Male,Expired,No,Curve,30-50
Tamil Nadu,2022,January,Monday,02:08,Fatal,2,Auto-Rickshaw,2,2,Clear,State Highway,Damaged,Dawn,Police Checkpost,105,23,Female,Expired,Yes,Bridge,21-30
Gujarat,2018,September,Thursday,10:10,Minor,2,Auto-Rickshaw,4,4,Stormy,Village Road,Under Construction,Dark,Police Checkpost,86,62,Female,Expired,No,Straight Road,60-70
Assam,2022,October,Friday,09:29,Serious,1,Two-Wheeler,8,1,Clear,Urban Road,Under Construction,Daylight,Signs,67,21,Female,Valid,No,Straight Road,21-30
Assam,2019,April,Wednesday,13:37,Fatal,3,Auto-Rickshaw,3,3,Clear,State Highway,Wet,Dusk,Signals,104,19,Female,Valid,Yes,Bridge,18-21
Manipur,2022,March,Sunday,03:56,Serious,2,Car,4,4,Stormy,Urban Road,Wet,Dark,Signals,49,34,Male,Expired,No,Intersection,30-50
Odisha,2023,November,Wednesday,02:57,Minor,2,Cycle,0,1,Clear,State Highway,Under Construction,Daylight,Signs,110,66,Female,Valid,Yes,Curve,60-70
Meghalaya,2018,November,Monday,03:33,Serious,5,Car,8,5,Rainy,State Highway,Damaged,Dusk,Signals,38,45,Female,Expired,Yes,Curve,30-50
West Bengal,2021,May,Sunday,09:08,Fatal,1,Bus,2,2,Stormy,Village Road,Damaged,Dawn,Signs,65,42,Male,Expired,No,Bridge,30-50
Rajasthan,2018,June,Saturday,18:41,Fatal,2,Auto-Rickshaw,7,4,Hazy,Urban Road,Damaged,Dawn,Signs,94,44,Female,Valid,Yes,Intersection,30-50
Rajasthan,2018,September,Thursday,00:18,Serious,3,Car,10,1,Rainy,State Highway,Dry,Dark,Police Checkpost,54,45,Female,Valid,No,Straight Road,30-50
Chandigarh,2019,December,Thursday,01:26,Serious,5,Car,5,2,Clear,National Highway,Under Construction,Dusk,Signs,72,30,Male,Valid,No,Bridge,30-50
Uttarakhand,2018,December,Friday,03:06,Minor,1,Two-Wheeler,1,0,Rainy,Village Road,Damaged,Dark,Signals,84,26,Male,Valid,Yes,Bridge,21-30
Jharkhand,2021,September,Wednesday,00:41,Fatal,2,Bus,7,3,Rainy,National Highway,Damaged,Dawn,Signs,49,34,Male,Valid,Yes,Curve,30-50
Himachal Pradesh,2019,December,Wednesday,09:38,Minor,5,Auto-Rickshaw,6,3,Hazy,Urban Road,Wet,Daylight,Police Checkpost,59,69,Male,Expired,Yes,Intersection,60-70
Kerala,2023,April,Monday,02:02,Serious,1,Truck,4,3,Hazy,National Highway,Dry,Dusk,Signs,60,35,Male,Expired,Yes,Straight Road,30-50
Tamil Nadu,2023,April,Tuesday,08:52,Minor,4,Auto-Rickshaw,9,2,Rainy,Urban Road,Wet,Dawn,Police Checkpost,77,51,Male,Valid,Yes,Straight Road,50-60
Meghalaya,2022,November,Thursday,14:39,Serious,1,Pedestrian,8,4,Rainy,National Highway,Wet,Dawn,Signs,66,24,Female,Expired,Yes,Straight Road,21-30
Assam,2020,January,Thursday,18:36,Minor,2,Bus,6,4,Foggy,National Highway,Under Construction,Dawn,Signs,62,33,Male,Expired,No,Intersection,30-50
Karnataka,2023,December,Wednesday,02:16,Minor,1,Truck,0,4,Rainy,Urban Road,Damaged,Dawn,Signs,60,68,Female,Expired,Yes,Straight Road,60-70
Uttar Pradesh,2020,May,Tuesday,19:55,Minor,3,Pedestrian,8,2,Hazy,National Highway,Dry,Dawn,Signs,93,19,Female,Expired,Yes,Bridge,18-21
Haryana,2018,April,Saturday,15:19,Fatal,1,Auto-Rickshaw,2,4,Hazy,State Highway,Damaged,Dusk,Police Checkpost,79,55,Female,Expired,Yes,Straight Road,50-60
Telangana,2018,January,Saturday,09:12,Fatal,5,Cycle,6,3,Rainy,National Highway,Dry,Dusk,Signs,43,64,Male,Valid,No,Straight Road,60-70
Telangana,2022,June,Friday,02:12,Serious,2,Cycle,9,4,Foggy,National Highway,Dry,Dawn,Signals,103,48,Male,Valid,Yes,Intersection,30-50
West Bengal,2021,April,Thursday,04:56,Minor,3,Bus,7,1,Rainy,Village Road,Wet,Dark,Police Checkpost,45,24,Female,Valid,No,Bridge,21-30
Nagaland,2020,November,Saturday,00:37,Minor,1,Pedestrian,5,4,Foggy,Urban Road,Under Construction,Dawn,Signals,106,61,Female,Valid,Yes,Bridge,60-70
Rajasthan,2022,August,Wednesday,00:42,Serious,4,Truck,6,4,Stormy,Village Road,Damaged,Dusk,Police Checkpost,115,48,Female,Expired,No,Curve,30-50
Gujarat,2022,November,Sunday,10:37,Serious,5,Bus,6,0,Stormy,State Highway,Wet,Dusk,Police Checkpost,54,43,Female,Expired,No,Straight Road,30-50
Goa,2023,June,Friday,07:24,Serious,2,Truck,2,5,Stormy,National Highway,Wet,Dark,Signs,111,43,Female,Valid,Yes,Straight Road,30-50
Goa,2019,June,Tuesday,16:44,Fatal,4,Two-Wheeler,0,1,Clear,Village Road,Damaged,Dusk,Signals,47,45,Male,Expired,No,Curve,30-50
Haryana,2020,October,Sunday,00:43,Minor,5,Pedestrian,7,5,Rainy,State Highway,Dry,Daylight,Signals,87,27,Male,Valid,Yes,Bridge,21-30
Uttar Pradesh,2022,September,Sunday,21:31,Fatal,3,Two-Wheeler,4,0,Hazy,State Highway,Dry,Dawn,Signs,114,52,Female,Valid,Yes,Intersection,50-60
Puducherry,2018,July,Thursday,00:52,Fatal,3,Auto-Rickshaw,8,0,Clear,Village Road,Dry,Dark,Signs,31,34,Male,Valid,No,Bridge,30-50
Mizoram,2019,August,Sunday,17:49,Serious,4,Auto-Rickshaw,7,3,Rainy,State Highway,Wet,Dusk,Signs,118,38,Female,Expired,Yes,Intersection,30-50
Delhi,2021,April,Tuesday,08:34,Fatal,3,Pedestrian,10,3,Stormy,Urban Road,Wet,Dawn,Signs,100,69,Female,Valid,Yes,Straight Road,60-70
Gujarat,2022,March,Wednesday,11:05,Fatal,1,Car,10,5,Foggy,Village Road,Dry,Dark,Signals,30,18,Male,Valid,No,Bridge,18-21
Uttarakhand,2022,February,Friday,18:39,Serious,1,Pedestrian,5,1,Hazy,Urban Road,Under Construction,Dusk,Signals,74,50,Male,Expired,No,Curve,50-60
Uttarakhand,2021,May,Monday,08:36,Serious,2,Car,9,3,Stormy,State Highway,Under Construction,Daylight,Signs,41,46,Female,Valid,Yes,Intersection,30-50
Mizoram,2021,December,Friday,21:47,Minor,2,Truck,4,4,Clear,Village Road,Under Construction,Dusk,Police Checkpost,75,56,Male,Valid,Yes,Curve,50-60
Bihar,2018,November,Monday,00:05,Minor,2,Auto-Rickshaw,5,0,Hazy,State Highway,Under Construction,Dark,Signs,81,20,Male,Expired,Yes,Bridge,18-21
Sikkim,2021,September,Wednesday,12:58,Fatal,1,Auto-Rickshaw,9,3,Stormy,Urban Road,Wet,Dawn,Police Checkpost,89,47,Female,Valid,Yes,Curve,30-50
Arunachal Pradesh,2021,July,Wednesday,22:43,Fatal,5,Cycle,3,5,Rainy,State Highway,Wet,Daylight,Signs,40,50,Female,Valid,No,Curve,50-60
Telangana,2019,May,Thursday,13:55,Minor,1,Auto-Rickshaw,1,2,Stormy,Urban Road,Dry,Daylight,Signs,31,48,Female,Valid,Yes,Intersection,30-50
Andhra Pradesh,2019,April,Tuesday,18:07,Serious,1,Car,10,5,Hazy,Village Road,Under Construction,Dawn,Signals,37,46,Male,Expired,Yes,Intersection,30-50
Jharkhand,2019,January,Tuesday,08:49,Serious,4,Two-Wheeler,5,4,Stormy,Village Road,Wet,Dusk,Signals,63,65,Male,Valid,No,Bridge,60-70
West Bengal,2018,October,Sunday,10:57,Fatal,2,Bus,4,4,Foggy,State Highway,Wet,Dark,Signs,114,58,Male,Valid,Yes,Straight Road,50-60
Andhra Pradesh,2021,July,Friday,03:55,Fatal,5,Car,0,4,Stormy,Village Road,Wet,Dark,Signs,113,67,Female,Valid,Yes,Bridge,60-70
Telangana,2022,October,Friday,15:25,Minor,3,Two-Wheeler,10,0,Clear,National Highway,Under Construction,Daylight,Police Checkpost,45,48,Female,Valid,Yes,Curve,30-50
Chandigarh,2023,May,Monday,04:24,Serious,5,Car,0,3,Stormy,National Highway,Damaged,Dawn,Signs,67,18,Female,Valid,Yes,Straight Road,18-21
Karnataka,2023,November,Wednesday,08:07,Serious,3,Truck,3,3,Hazy,Village Road,Under Construction,Daylight,Signs,37,32,Female,Expired,No,Bridge,30-50
Uttar Pradesh,2020,June,Wednesday,04:01,Fatal,3,Truck,10,3,Stormy,Urban Road,Damaged,Dusk,Signs,35,24,Female,Valid,No,Intersection,21-30
Sikkim,2021,October,Thursday,18:15,Serious,2,Cycle,5,4,Stormy,National Highway,Wet,Dawn,Police Checkpost,36,67,Male,Valid,Yes,Straight Road,60-70
Punjab,2018,December,Sunday,12:31,Minor,2,Two-Wheeler,4,4,Hazy,State Highway,Wet,Dawn,Signs,99,60,Female,Expired,No,Bridge,60-70
Meghalaya,2022,April,Thursday,16:29,Minor,5,Car,7,2,Clear,State Highway,Under Construction,Dawn,Signs,61,26,Female,Expired,No,Intersection,21-30
Arunachal Pradesh,2022,October,Saturday,20:53,Serious,1,Cycle,1,4,Foggy,State Highway,Dry,Dark,Police Checkpost,75,46,Female,Valid,Yes,Curve,30-50
